nl,prompt,canonical_solution,test
sna_Latn,"
def prime_length(string):
    """"""Nyora basa rinotora tambo uye rinodzosera Chokwadi kana tambo urefu iri nhamba yekutanga kana Nhema zvimwe Mienzaniso prime_length (('Hello') == Chokwadi prime_length (('abcdcba') == Chokwadi prime_length (('kittens') == Chokwadi prime_length (('orange') == Nhema
    """"""
","    l = len(string)
    if l == 0 or l == 1:
        return False
    for i in range(2, l):
        if l % i == 0:
            return False
    return True
","def check(candidate):

    # Check some simple cases
    assert candidate('Hello') == True
    assert candidate('abcdcba') == True
    assert candidate('kittens') == True
    assert candidate('orange') == False
    assert candidate('wow') == True
    assert candidate('world') == True
    assert candidate('MadaM') == True
    assert candidate('Wow') == True
    assert candidate('') == False
    assert candidate('HI') == True
    assert candidate('go') == True
    assert candidate('gogo') == False
    assert candidate('aaaaaaaaaaaaaaa') == False

    # Check some edge cases that are easy to work out by hand.
    assert candidate('Madam') == True
    assert candidate('M') == False
    assert candidate('0') == False

"
snd_Arab,"

def remove_vowels(text):
    """"""
    remove_vowels هڪ فنڪشن آهي جيڪو سٽرنگ وٺي ٿو ۽ بغير آوازن جي سٽرنگ واپس ڪري ٿو.
    >>> remove_vowels('')
    ''
    >>> remove_vowels(""abcdef\nghijklm"")
    'bcdf\nghjklm'
    >>> remove_vowels('abcdef')
    'bcdf'
    >>> remove_vowels('aaaaa')
    ''
    >>> remove_vowels('aaBAA')
    'B'
    >>> remove_vowels('zbcd')
    'zbcd'
    """"""
","    return """".join([s for s in text if s.lower() not in [""a"", ""e"", ""i"", ""o"", ""u""]])
","def check(candidate):
    assert candidate('') == ''
    assert candidate(""abcdef\nghijklm"") == 'bcdf\nghjklm'
    assert candidate('fedcba') == 'fdcb'
    assert candidate('eeeee') == ''
    assert candidate('acBAA') == 'cB'
    assert candidate('EcBOO') == 'cB'
    assert candidate('ybcd') == 'ybcd'

"
som_Latn,"

def is_prime(n):
    """"""Soo celi run haddii lambarka la siiyey uu yahay tiro koowaad, iyo been haddii kale.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
","    if n < 2:
        return False
    for k in range(2, n - 1):
        if n % k == 0:
            return False
    return True
","def check(candidate):
    assert candidate(6) == False
    assert candidate(101) == True
    assert candidate(11) == True
    assert candidate(13441) == True
    assert candidate(61) == True
    assert candidate(4) == False
    assert candidate(1) == False
    assert candidate(5) == True
    assert candidate(11) == True
    assert candidate(17) == True
    assert candidate(5 * 17) == False
    assert candidate(11 * 7) == False
    assert candidate(13441 * 19) == False

"
sot_Latn,"
def numerical_letter_grade(grades):
    """"""Ke beke ea ho qetela ea semesetara'me tichere e lokela ho fa liithuti limaraka. Mosuoe o ntse a etsa algorithm ea hae ea ho beha limaraka. Bothata feela ke hore o lahlehetsoe ke khoutu eo a e sebelisitseng ho beha limaraka. O u file lenane la limaraka tsa liithuti tse ling'me u tlameha ho ngola mosebetsi o ka hlahisang lenane la limaraka tsa lengolo u sebelisa tafole e latelang: GPA.
    """"""
","
   
    letter_grade = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grade.append(""A+"")
        elif gpa > 3.7:
            letter_grade.append(""A"")
        elif gpa > 3.3:
            letter_grade.append(""A-"")
        elif gpa > 3.0:
            letter_grade.append(""B+"")
        elif gpa > 2.7:
            letter_grade.append(""B"")
        elif gpa > 2.3:
            letter_grade.append(""B-"")
        elif gpa > 2.0:
            letter_grade.append(""C+"")
        elif gpa > 1.7:
            letter_grade.append(""C"")
        elif gpa > 1.3:
            letter_grade.append(""C-"")
        elif gpa > 1.0:
            letter_grade.append(""D+"")
        elif gpa > 0.7:
            letter_grade.append(""D"")
        elif gpa > 0.0:
            letter_grade.append(""D-"")
        else:
            letter_grade.append(""E"")
    return letter_grade
","def check(candidate):

    # Check some simple cases
    assert candidate([4.0, 3, 1.7, 2, 3.5]) == ['A+', 'B', 'C-', 'C', 'A-']
    assert candidate([1.2]) == ['D+']
    assert candidate([0.5]) == ['D-']
    assert candidate([0.0]) == ['E']
    assert candidate([1, 0.3, 1.5, 2.8, 3.3]) == ['D', 'D-', 'C-', 'B', 'B+']
    assert candidate([0, 0.7]) == ['E', 'D-']

    # Check some edge cases that are easy to work out by hand.
    assert True

"
spa_Latn,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Compruebe si en la lista de números dada, hay dos números más cercanos entre sí que el umbral dado.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

"
srd_Latn,"import math


def poly(xs: list, x: float):
    """"""
    Avalutat su polinòmiu cun sos coefitzientes xs in su puntu x. torrat xs[0] + xs[1] * x + xs[1] * x^2 +.... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
","    begin, end = -1., 1.
    while poly(xs, begin) * poly(xs, end) > 0:
        begin *= 2.0
        end *= 2.0
    while end - begin > 1e-10:
        center = (begin + end) / 2.0
        if poly(xs, center) * poly(xs, begin) > 0:
            begin = center
        else:
            end = center
    return begin
","def check(candidate):
    import math
    import random
    rng = random.Random(42)
    import copy
    for _ in range(100):
        ncoeff = 2 * rng.randint(1, 4)
        coeffs = []
        for _ in range(ncoeff):
            coeff = rng.randint(-10, 10)
            if coeff == 0:
                coeff = 1
            coeffs.append(coeff)
        solution = candidate(copy.deepcopy(coeffs))
        assert math.fabs(poly(coeffs, solution)) < 1e-4

"
srp_Cyrl,"
def rounded_avg(n, m):
    """"""Дати су вам два позитивна целог броја n и m, а ваш задатак је да израчунате просеку целог броја од n до m (укључујући n и m). Окружите одговор на најближи цели број и претворите га у бинарни. Ако је n већи од m, вратите -1.
    """"""
","    if m < n:
        return -1
    summation = 0
    for i in range(n, m+1):
        summation += i
    return bin(round(summation/(m - n + 1)))
","def check(candidate):

    # Check some simple cases
    assert candidate(1, 5) == ""0b11""
    assert candidate(7, 13) == ""0b1010""
    assert candidate(964,977) == ""0b1111001010""
    assert candidate(996,997) == ""0b1111100100""
    assert candidate(560,851) == ""0b1011000010""
    assert candidate(185,546) == ""0b101101110""
    assert candidate(362,496) == ""0b110101101""
    assert candidate(350,902) == ""0b1001110010""
    assert candidate(197,233) == ""0b11010111""


    # Check some edge cases that are easy to work out by hand.
    assert candidate(7, 5) == -1
    assert candidate(5, 1) == -1
    assert candidate(5, 5) == ""0b101""

"
ssw_Latn,"
def split_words(txt):
    '''
    Nanikwa intfo lentambo yemagama, buyisela luhlu lwemagama luhlukaniswe ngetikhala letimhlophe, uma kute tikhala letimhlophe embhalweni kufanele uhlukanise ngeticoco ',' uma kute ticoco kufanele ubuyisele linani letinhlamvu letincane letinemiyalo lemingcingo kuluhlaza, ord('a') = 0, ord('b') = 1, ... ord('z') = 25    Examples
    split_words(""Hello world!"") â -> [""Hello"", ""world!""]
    split_words(""Hello,world!"") â -> [""Hello"", ""world!""]
    split_words(""abcdef"") == 3 
    '''
","    if "" "" in txt:
        return txt.split()
    elif "","" in txt:
        return txt.replace(',',' ').split()
    else:
        return len([i for i in txt if i.islower() and ord(i)%2 == 0])
","def check(candidate):

    assert candidate(""Hello world!"") == [""Hello"",""world!""]
    assert candidate(""Hello,world!"") == [""Hello"",""world!""]
    assert candidate(""Hello world,!"") == [""Hello"",""world,!""]
    assert candidate(""Hello,Hello,world !"") == [""Hello,Hello,world"",""!""]
    assert candidate(""abcdef"") == 3
    assert candidate(""aaabb"") == 2
    assert candidate(""aaaBb"") == 1
    assert candidate("""") == 0
"
sun_Latn,"

def flip_case(string: str) -> str:
    """""" Pikeun string nu dibikeun, ganti aksara leutik jadi aksara gedé jeung aksara gedé jadi aksara leutik.
    >>> flip_case('Hello')
    'hELLO'
    """"""
","    return string.swapcase()
","def check(candidate):
    assert candidate('') == ''
    assert candidate('Hello!') == 'hELLO!'
    assert candidate('These violent delights have violent ends') == 'tHESE VIOLENT DELIGHTS HAVE VIOLENT ENDS'
"
swe_Latn,"

def encode_cyclic(s: str):
    """"""
    returnerar kodad sträng med cykelgrupper på tre tecken.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
","    return encode_cyclic(encode_cyclic(s))
","def check(candidate):
    from random import randint, choice
    import string

    letters = string.ascii_lowercase
    for _ in range(100):
        str = ''.join(choice(letters) for i in range(randint(10, 20)))
        encoded_str = encode_cyclic(str)
        assert candidate(encoded_str) == str

"
swh_Latn,"
def anti_shuffle(s):
    """"""
    Andika kazi ambayo inachukua kamba na anarudi toleo iliyosimamiwa yake. Ordered toleo la kamba, ni kamba ambapo maneno yote (kutengwa na nafasi) ni kubadilishwa na neno jipya ambapo wahusika wote zimepangwa kwa kuongezeka kwa msingi wa ascii thamani. Kumbuka: Unapaswa kuweka utaratibu wa maneno na nafasi tupu katika hukumu. Kwa mfano: anti_shuffle ((('Hi') anarudi 'Hi' anti_shuffle ((('hello') anarudi 'ehllo' anti_shuffle (('Hello World!!!') anarudi 'Hello!!!Wdlor'
    """"""
","    return ' '.join([''.join(sorted(list(i))) for i in s.split(' ')])
","def check(candidate):

    # Check some simple cases
    assert candidate('Hi') == 'Hi'
    assert candidate('hello') == 'ehllo'
    assert candidate('number') == 'bemnru'
    assert candidate('abcd') == 'abcd'
    assert candidate('Hello World!!!') == 'Hello !!!Wdlor'
    assert candidate('') == ''
    assert candidate('Hi. My name is Mister Robot. How are you?') == '.Hi My aemn is Meirst .Rboot How aer ?ouy'
    # Check some edge cases that are easy to work out by hand.
    assert True

"
szl_Latn,"
def string_to_md5(text):
    """"""
    Jeźli je dany wiersz 'text', wymiyń jego rōwnoważny wiersz hashu md5. Jeźli 'text' je pusty wiersz, wymiyń None.

    >>> string_to_md5('Hello world') == '3e25960a79dbc69b674cd4ec67a72c62'
    """"""
","    import hashlib
    return hashlib.md5(text.encode('ascii')).hexdigest() if text else None
","def check(candidate):

    # Check some simple cases
    assert candidate('Hello world') == '3e25960a79dbc69b674cd4ec67a72c62'
    assert candidate('') == None
    assert candidate('A B C') == '0ef78513b0cb8cef12743f5aeb35f888'
    assert candidate('password') == '5f4dcc3b5aa765d61d8327deb882cf99'

    # Check some edge cases that are easy to work out by hand.
    assert True

"
tam_Taml,"
def select_words(s, n):
    """"""ஒரு சரம் s மற்றும் ஒரு இயற்கை எண் n கொடுக்கப்பட்டால், இந்த சொற்கள் சரம் s இல் தோன்றும் பொருட்டு, சரம் s இலிருந்து சரியாக n துணைக்குறிகளைக் கொண்டிருக்கும் அனைத்து சொற்களின் பட்டியலைத் திரும்பப் பெறும் ஒரு செயல்பாட்டை செயல்படுத்த உங்களுக்கு பணி வழங்கப்பட்டுள்ளது. சரம் s காலியாக இருந்தால், செயல்பாடு ஒரு காலியான பட்டியலைத் திரும்பப் பெற வேண்டும். குறிப்புஃ உள்ளீட்டு சரம் கடிதங்கள் மற்றும் இடைவெளிகள் மட்டுமே கொண்டிருப்பதாக நீங்கள் கருதலாம். எடுத்துக்காட்டுகள்ஃ select_words (((""மேரி ஒரு சிறிய ஆட்டுக்குட்டி இருந்தது"", 4) ==> [""little""] select_words (((""மேரி ஒரு சிறிய ஆட்டுக்குட்டி இருந்தது"", 3) ==> [""மேரி"", ""lamb""] select_words""எளிய வெள்ளை இடைவெளி"", 2) ==> [] select_words (((""ஹலோ வேர்ல்ட்"", 4) ==
    """"""
","    result = []
    for word in s.split():
        n_consonants = 0
        for i in range(0, len(word)):
            if word[i].lower() not in [""a"",""e"",""i"",""o"",""u""]:
                n_consonants += 1 
        if n_consonants == n:
            result.append(word)
    return result

","def check(candidate):

    # Check some simple cases
    assert candidate(""Mary had a little lamb"", 4) == [""little""], ""First test error: "" + str(candidate(""Mary had a little lamb"", 4))      
    assert candidate(""Mary had a little lamb"", 3) == [""Mary"", ""lamb""], ""Second test error: "" + str(candidate(""Mary had a little lamb"", 3))  
    assert candidate(""simple white space"", 2) == [], ""Third test error: "" + str(candidate(""simple white space"", 2))      
    assert candidate(""Hello world"", 4) == [""world""], ""Fourth test error: "" + str(candidate(""Hello world"", 4))  
    assert candidate(""Uncle sam"", 3) == [""Uncle""], ""Fifth test error: "" + str(candidate(""Uncle sam"", 3))


    # Check some edge cases that are easy to work out by hand.
    assert candidate("""", 4) == [], ""1st edge test error: "" + str(candidate("""", 4))
    assert candidate(""a b c d e f"", 1) == [""b"", ""c"", ""d"", ""f""], ""2nd edge test error: "" + str(candidate(""a b c d e f"", 1))

"
taq_Latn,"
def is_equal_to_sum_even(n):
    """"""Əlkəttab ən maɗin atiwəjan n adobat atwəja sund amsədu ən 4 maɗinan əndaratnen əndaratnen, sund sund sund amsədu eqalan ogdahən as amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən amsədu ən
    """"""
","    return n%2 == 0 and n >= 8
","def check(candidate):
    assert candidate(4) == False
    assert candidate(6) == False
    assert candidate(8) == True
    assert candidate(10) == True
    assert candidate(11) == False
    assert candidate(12) == True
    assert candidate(13) == False
    assert candidate(16) == True
"
taq_Tfng,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" ⵙⴳ ⵜⵍⴳⴰⵎⵜ ⵏ ⵉⵎⴹⴰⵏ ⵉⵎⴷⴷⴰⴷⵏ, ⵙⵙⵓⴼⵖ ⵉⴼⵔⴷⵉⵙⵏ ⴰⴽⴽⵡ ⵏⵏⴰ ⵉⵜⵜⵊⵕⵓⵏ ⵓⴳⴳⴰⵔ ⵏ ⵢⴰⵜ ⵜⵉⴽⴽⵍⵜ. ⵃⴹⵓ ⵜⴰⵍⴳⴰⵎⵜ ⵏ ⵉⴼⵔⴷⵉⵙⵏ ⵉⵇⵇⵉⵎⵏ ⴰⵎⵎ ⵡⵉⵏⵏⴰ ⴳ ⵜⴽⵛⵛⵓⵎⵜ.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
","    import collections
    c = collections.Counter(numbers)
    return [n for n in numbers if c[n] <= 1]
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([1, 2, 3, 2, 4, 3, 5]) == [1, 4, 5]
"
tat_Cyrl,"
def move_one_ball(arr):
    """"""Безнең array 'arr' N бөтен саннардан тора arr[1], arr[2],..., arr[N].Саннар чиратта очраклы тәртиптә урнаштырылачак. Сезнең бурычыгыз - бирелгән массивта түбәндәге операцияне башкарып, кечерәйми торган тәртиптә чиратлашкан массивны алу мөмкинме икәнен билгеләү: Сезгә теләсә күпме тапкыр уңга күчерү операциясен башкарырга рөхсәт ителә. Бер уңга күчерү операциясе массивның барлык элементларын бер позициядә уң якка күчерүне аңлата. Массивның соңгы элементы массивның башлангыч позициясенә күчереләчәк, ягъни 0 нчы индекс. Әгәр өстәге операцияне башкарып, тәртипкә салынган массивны алу мөмкин булса, ул чакта True кайтарыгыз, югыйсә False кайтарыгыз. Әгәр бирелгән массив буш булса, ул чакта True кайтарыгыз. Игъ
                
    """"""
","    if len(arr)==0:
      return True
    sorted_array=sorted(arr)
    my_arr=[]
    
    min_value=min(arr)
    min_index=arr.index(min_value)
    my_arr=arr[min_index:]+arr[0:min_index]
    for i in range(len(arr)):
      if my_arr[i]!=sorted_array[i]:
        return False
    return True
","def check(candidate):

    # Check some simple cases
    assert candidate([3, 4, 5, 1, 2])==True, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([3, 5, 10, 1, 2])==True
    assert candidate([4, 3, 1, 2])==False
    # Check some edge cases that are easy to work out by hand.
    assert candidate([3, 5, 4, 1, 2])==False, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate([])==True
"
tel_Telu,"

def encode_cyclic(s: str):
    """"""
    మూడు అక్షరాల సైక్లింగ్ సమూహాల ద్వారా ఎన్కోడ్ చేయబడిన స్ట్రింగ్ను తిరిగి ఇస్తుంది.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
","    return encode_cyclic(encode_cyclic(s))
","def check(candidate):
    from random import randint, choice
    import string

    letters = string.ascii_lowercase
    for _ in range(100):
        str = ''.join(choice(letters) for i in range(randint(10, 20)))
        encoded_str = encode_cyclic(str)
        assert candidate(encoded_str) == str

"
tgk_Cyrl,"
def smallest_change(arr):
    """"""
    Дар массиви arr ададҳои пурра дода шуда, шумораи камтарини унсурҳоро, ки барои тағйир додани массив palindromic лозим аст, ёбед. Массиви palindromic массивест, ки ба қафо ва пеш ҳамон чизро мехонад. Дар як тағирот, шумо метавонед як унсурро ба ягон унсури дигар тағир диҳед. Масалан: smallest_change (([1,2,3,5,4,7,9,6]) == 4 smallest_change (([1, 2, 3, 4, 3, 2, 2]) == 1 smallest_change (([1, 2, 3, 2, 1]) == 0
    """"""
","    ans = 0
    for i in range(len(arr) // 2):
        if arr[i] != arr[len(arr) - i - 1]:
            ans += 1
    return ans
","def check(candidate):

    # Check some simple cases
    assert candidate([1,2,3,5,4,7,9,6]) == 4
    assert candidate([1, 2, 3, 4, 3, 2, 2]) == 1
    assert candidate([1, 4, 2]) == 1
    assert candidate([1, 4, 4, 2]) == 1

    # Check some edge cases that are easy to work out by hand.
    assert candidate([1, 2, 3, 2, 1]) == 0
    assert candidate([3, 1, 1, 3]) == 0
    assert candidate([1]) == 0
    assert candidate([0, 1]) == 1

"
tgl_Latn,"

def count_distinct_characters(string: str) -> int:
    """""" Binigyan ng isang string, malaman kung gaano karaming mga natatanging mga character (indipendent ng kaso) ay binubuo ng
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
","    return len(set(string.lower()))
","def check(candidate):
    assert candidate('') == 0
    assert candidate('abcde') == 5
    assert candidate('abcde' + 'cade' + 'CADE') == 5
    assert candidate('aaaaAAAAaaaa') == 1
    assert candidate('Jerry jERRY JeRRRY') == 5
"
tha_Thai,"

def monotonic(l: list):
    """"""Return True คือรายการมีองค์ประกอบที่เพิ่มขึ้นหรือลดลงอย่างเป็นประจํา
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
","    if l == sorted(l) or l == sorted(l, reverse=True):
        return True
    return False
","def check(candidate):
    assert candidate([1, 2, 4, 10]) == True
    assert candidate([1, 2, 4, 20]) == True
    assert candidate([1, 20, 4, 10]) == False
    assert candidate([4, 1, 0, -10]) == True
    assert candidate([4, 1, 1, 0]) == True
    assert candidate([1, 2, 3, 2, 5, 60]) == False
    assert candidate([1, 2, 3, 4, 5, 60]) == True
    assert candidate([9, 9, 9, 9]) == True

"
tir_Ethi,"

def is_palindrome(text: str):
    """"""
    እቲ ዝተዋህበ ሕብረ-መኣዝናት ፓሊንድሮም እንተኾይኑ ይምርምር
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""
","    for i in range(len(text)):
        if text[i] != text[len(text) - 1 - i]:
            return False
    return True
","def check(candidate):
    assert candidate('') == True
    assert candidate('aba') == True
    assert candidate('aaaaa') == True
    assert candidate('zbcd') == False
    assert candidate('xywyx') == True
    assert candidate('xywyz') == False
    assert candidate('xywzx') == False

"
tpi_Latn,"
def is_equal_to_sum_even(n):
    """"""Skelim sapos namba n i ken raitim olsem sum bilong 4-pela namba tu i stret Eksampel is_equal_to_sum_even ((4) == False is_equal_to_sum_even ((6) == False is_equal_to_sum_even ((8) == Tru
    """"""
","    return n%2 == 0 and n >= 8
","def check(candidate):
    assert candidate(4) == False
    assert candidate(6) == False
    assert candidate(8) == True
    assert candidate(10) == True
    assert candidate(11) == False
    assert candidate(12) == True
    assert candidate(13) == False
    assert candidate(16) == True
"
tsn_Latn,"
def compare_one(a, b):
    """"""
    Tlhopha tiro e e tsayang dipalo tse di feletseng, dipalopalo tse di phaphaselang, kgotsa dinomoro tse di emelang dipalo tsa nnete, mme e busetsa dipalopalo tse di kgolo mo mofuteng wa dipalopalo tse di filweng. E busetsa None fa boleng bo lekana. Ela tlhoko: Fa palo ya nnete e emetswe jaaka dinomoro tsa nnete, ntlha e e phaphaselang e ka nna. kgotsa, compare_one{1, 2.5) â -> 2.5 compare_one{1, ""2,3"") â -> ""2,3"" compare_one{5,1"", ""6"") â -> ""6"" compare_one{1"", 1) â -> None
    """"""
","    temp_a, temp_b = a, b
    if isinstance(temp_a, str): temp_a = temp_a.replace(',','.')
    if isinstance(temp_b, str): temp_b = temp_b.replace(',','.')
    if float(temp_a) == float(temp_b): return None
    return a if float(temp_a) > float(temp_b) else b 
","def check(candidate):

    # Check some simple cases
    assert candidate(1, 2) == 2
    assert candidate(1, 2.5) == 2.5
    assert candidate(2, 3) == 3
    assert candidate(5, 6) == 6
    assert candidate(1, ""2,3"") == ""2,3""
    assert candidate(""5,1"", ""6"") == ""6""
    assert candidate(""1"", ""2"") == ""2""
    assert candidate(""1"", 1) == None

    # Check some edge cases that are easy to work out by hand.
    assert True

"
tso_Latn,"
def get_odd_collatz(n):
    """"""
    Loko ku nyiketiwa nhlayo yo hetiseka ya n, vuyisela nxaxamelo lowu hleriweke lowu nga na tinomboro leti nga hleriwangiki hi ku landzelana ka collatz. Nhlayo ya Collatz i ntsengo wa tinhlayo lowu khumbaka ntlhandlamano lowu hlamuseriweke hi ndlela leyi: sungula hi nhlayo yo karhi ya n. Kutani nkarhi wun'wana na wun'wana wu kumiwa eka nkarhi lowu hundzeke hi ndlela leyi: loko nkarhi lowu hundzeke wu ri na nhlayo ya n, nkarhi lowu landzelaka wu ta va hafu ya nkarhi lowu hundzeke. Loko nkarhi lowu hundzeke wu nga ri na nhlayo, nkarhi lowu landzelaka wu ta va wu andzisiwe hi 3 ku engetelela nkarhi lowu hundzeke. Nhlayo ya n, ku nga khathariseki leswaku i nhlayo ya n, ntlhandlamano wu ta fika eka 1. Xiya: 1.
    """"""
","    if n%2==0:
        odd_collatz = [] 
    else:
        odd_collatz = [n]
    while n > 1:
        if n % 2 == 0:
            n = n/2
        else:
            n = n*3 + 1
            
        if n%2 == 1:
            odd_collatz.append(int(n))

    return sorted(odd_collatz)
","def check(candidate):

    # Check some simple cases
    assert candidate(14) == [1, 5, 7, 11, 13, 17]
    assert candidate(5) == [1, 5]
    assert candidate(12) == [1, 3, 5], ""This prints if this assert fails 1 (good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    assert candidate(1) == [1], ""This prints if this assert fails 2 (also good for debugging!)""

"
tuk_Latn,"
def solution(lst):
    """"""Boş däl bir bütin sanlar listasy berilse, ähli tek elementleriň janyny gaýtaryp ber. Mysal çözgüdi (([5, 8, 7, 1]) ==> 12 çözgüdi (([3, 3, 3, 3]) ==> 9 çözgüdi (([30, 13, 24, 321]) ==>0
    """"""
","    return sum([x for idx, x in enumerate(lst) if idx%2==0 and x%2==1])
","def check(candidate):

    # Check some simple cases
    assert candidate([5, 8, 7, 1])    == 12
    assert candidate([3, 3, 3, 3, 3]) == 9
    assert candidate([30, 13, 24, 321]) == 0
    assert candidate([5, 9]) == 5
    assert candidate([2, 4, 8]) == 0
    assert candidate([30, 13, 23, 32]) == 23
    assert candidate([3, 13, 2, 9]) == 3

    # Check some edge cases that are easy to work out by hand.

"
tum_Latn,"
def eat(number, need, remaining):
    """"""
    Mukwenera kuweleramo mu ndondomeko ya [ chiŵelengero cha karoti icho mwarya, chiŵelengero cha karoti icho chakhalako para mwarya ] usange palije karoti yakukwana, mungarya karoti yose iyo yakhalako, kweni muŵenge na njara. Chiyelezgero: * eat(5, 6, 10) -> [11, 4] * eat(4, 8, 9) -> [12, 1] * eat(1, 10, 10) -> [11, 0] * eat(2, 11, 5) -> [7, 0] Variables: @number: integer the number of carrots that you have eaten. @need:: integer the number of carrots that you need to eat. @remaining:: integer the number of remaining carrots that exist in stock Constrain: * 0= <= 1000 * 0= <= 1000 * 0= <= 1000 remaining = <= 1000 Have fun = 1000:)
    """"""
","    if(need <= remaining):
        return [ number + need , remaining-need ]
    else:
        return [ number + remaining , 0]
","def check(candidate):

    # Check some simple cases
    assert True, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate(5, 6, 10) == [11, 4], ""Error""
    assert candidate(4, 8, 9) == [12, 1], ""Error""
    assert candidate(1, 10, 10) == [11, 0], ""Error""
    assert candidate(2, 11, 5) == [7, 0], ""Error""

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate(4, 5, 7) == [9, 2], ""Error""
    assert candidate(4, 5, 1) == [5, 0], ""Error""

"
